,Costo,Ubicacion,No_habitaciones,No_banios,No_estacionamiento,No_metros,Descripcion
465,2800,Chulavista,1,1.0,,45.0,"rento departamento en ubicación privilegiada frente a telmex 7 sur
se encuentra a dos calles de 31 poniente, a 2 calles de 11 sur y a  7 del 
boulevard  5 de mayo
ideal para oficina, despacho, estudio de pintura o consultorio o habitacional
doble puerta de seguridad
en planta baja
cuenta con :   sala comedor, habitación, baño,  área de cocina con fregadero y patio de servicio
no estudiantes no mascotas"
466,4250,La Paz,0,1.0,1.0,30.0,"loft amueblado a unas cuadras de la recta a cholula,  con cochera
en inmejorable ubicación. 
individual ,   no estudiantes
 teziutlán sur y prolongación reforma. 
cuenta con cama, cocineta equipada 
( estufa,microondas y refrigerador) ,  pantalla,
 escritorio y baño completo.
estacionamiento para un auto mediano
los servicios se encuentran incluidos: agua,luz,
 gas, internet y cable.
opciones sin cochera en el mismo lugar"
467,3000,La Paz,0,1.0,1.0,,"loft amueblado  muy cerca de recta a cholula, sin  cochera
excelente ubicación. 
individual ,   no estudiantes
 teziutlán sur y prolongación reforma. 
cuenta con cama, cocineta equipada 
( estufa, microondas y refrigerador) ,  pantalla,
 escritorio y baño completo.

los servicios se encuentran incluidos: agua, luz,  gas, internet y cable."
468,17000,Reforma Agua Azul,2,2.0,1.0,,"departamento en venta y  renta en loreto lomas de angelópolis. en una de la zonas de más alta plusvalía de puebla.

- el departamento cuenta con 75 mt2, vistas panorámicas espectaculares.
 -amueblado y acabados de lujo.
- sala con alfombra y mesa de centro, comedor de video con 6 sillas, decorados en elegantes tonos, con ventanales de piso a techo que tienen una vista a impresionante a la ciudad. 
-cocina de lujo, elaborada de cuarzo y alto brillo. recámara con baño y vestidor. baño con cancel
-balcón con una fabulosa vista. ala de tv, con mueble de entretenimiento en alto brillo, pared de estancia decorada con jardín artificial de piso a techo. 
-la torre cuenta con lobby, salas lounge, alberca, hidro - masaje, y más. 
-vive en un ambiente de confort, donde tienes acceso a un sin fin de comodidades, y tiendas y desarrollos cercanos.

precio de venta de:  $2,500,000.00 mxn  (no incluye muebles) 
precio de renta:  $17,000.00 mxn + mantenimiento


agenda tu cita para conocerlo al (81) 8526-1534 oficina: (81) 8526-1534"
469,8500,Lomas Del Mármol,3,2.0,2.0,,"amplio departamento en 2o piso, en fraccionamiento con vigilancia 24 horas.
consta de: 3 recámaras con closet, 2 baños completos, área de home office, sala, comedor, cocina integral, patio de servicio, cochera para 1 auto, con opción a otro. se renta sin muebles.  contrato por un año"
470,7500,El Vergel,3,2.0,1.0,200.0,"departamento en renta ubicado en primer piso, con 3 recámaras cada una con clóset, 2 baños completos, sala de tv, sala, comedor, cocina integral, patio de servicio, cuarto de servicio con baño, cochera para 1 auto. 
contrato por un año . disponible a partir del 1o. de abril de 2021"
471,12500,Gabriel Pastor 1Ra Secc,2,2.0,1.0,500.0,"departamento nuevo en primer piso en edificio con vigilancia 24 horas y amenidades: gimnasio, salón de usos múltiples con mobiliario, sala de cine y roof garden con asador y jardín.
el departamento cuenta con: sala, comedor, cocina integral, patio de servicio techado, recámara principal con baño completo y vestidor, segunda recámara con clóset y baño completo.  cochera 1 auto. tenemos también deptos de 1 recámara en $10,500.  en ambos casos, en caso de requerir otra cochera son $1,000 más al mes.   la renta ya incluye mantenimiento."
472,15500,La Paz,3,2.0,2.0,200.0,"departamento ubicado en primer piso.  el edificio cuenta con elevador , vigilancia 24 horas y conserjería 6 días a la semana, roof garden, gimnasio y terraza para eventos. 
cuenta con: 3 recámaras la principal con baño y vestidor, 2 recámaras con clóset, baño completo, sala, comedor, cocina integral, area de lavado, cochera techada 2 autos con portón eléctrico independiente. la renta ya incluye mantenimiento.  renta sin muebles: $13,000"
473,9000,Centros Comerciales Desarrollo Atlixcayotl,2,1.0,1.0,,"-2 recamaras
-1 baño completo
-cocina con estufa y refrigerador
-cuarto de servicio con lavadora 
excelente ubicación, cerca de universidades, hospitales, centros comerciales y supermercados.

para más información: 2225488652"
474,8500,Centro Comercial Plaza Dorada,2,1.0,,,"-dos recámaras con closet
 -un baño completo
-cocina integral
-sala-comedor.

persianas en todo el departamento 
tinaco de 700 lts 
mantenimiento incluido y servicio de agua 
disponibilidad inmediata 
sin amueblar"
475,7500,Centro Comercial Plaza Dorada,2,1.0,,,"inmueble 2 
-dos recámaras con closet 
-1 baño completo 
-cocina con tarja 
-sala-comedor 

jardinera de mármol 
tinaco de 700 lts 
mantenimiento incluido 
disponibilidad inmediata 

**** excelente ubicación ****

a minutos de plaza dorada, zócalo, plaza crystal, etc. 
transporte público 
escuelas
universidades 
bancos"
476,25000,Centro Comercial Angelopolis,2,2.0,2.0,110.0,"departamento amueblado torre uma (piso 24), frente a solesta angélopolis

**incluye mantenimiento**
*vigilancia las 24 horas 
*acabados de granito y mármol 
*acceso controlado con parkimóvil al piso

- 2 recámaras 
- cuarto de servicio pequeño 
- sala 
- comedor 
- 2 baños completos 

amenidades (en piso 31): 
- alberca
- spa
- vapor
- asadores 
- roof garden 
- camastros 
- pet center 
- bar 
- concierge 
- regaderas en área común 

para más información comunicarse al télefono: 2225488652"
477,16000,Anzures,3,3.0,2.0,178.0,"penthouse en renta:
$16,000 mantenimiento incluido
departamento de doble altura:
-3 recamaras (cada una con baño)
-1 medio baño de visitas 
-un patio muy grande privado 
-sala de tv
-sala comedor 
-cocina integral
-cuarto de lavado
-bodega 
-vigilancia 24 hrs 
el departamento de encuentra en planta baja y tiene 2 cajones de estacionamiento 
178 m2"
478,11000,Gabriel Pastor 1Ra Secc,2,2.0,,,"departamento en renta zona huexotitla - luxe 41
departamento renta en huexotitla, luxe 41

lujoso departamento en huexotitla, ubicado en una zona rodeada de plazas comerciales, restaurantes, bares, cafeterías, postrerías, tiendas de moda, belleza, salud y fitness.
o descripción entorno: el departamento se encuentra en una torre de formas fluidas y refinadas, estilo moderno con atractivos matices de lujo.
o descripciones exteriores: el amplio y techado garaje permite el fácil y rápido aparcamiento y enseguida podrá utilizar el elevador que lo llevará directo a su hogar.
o descripciones interiores: la estancia de sala comedor y cocina tienen una bonita vista exterior, sin duda podrá cocinar cómodamente en su moderna cocina con barra de granito y materiales de alta calidad. la amplia recámara iluminada invita a descansar en un ambiente de paz y tranquilidad. podrá disfrutar de una tranquila ducha el lujoso baño.


¡¡nos encantaría agendar una cita formal con usted, y ser parte de su historia de éxito!!

favor de llamar a:
cel: (222)588.31.33
cel: (222)426.67.36
cel: (222)466.46.00. easybroker id: eb-fp0050"
479,4000,Infonavit Loma Bella,3,1.0,,,"departamento duplex en loma bella

departamento duplex en loma bella en primero piso.

bonito departamento en renta con excelente ubicación   con accesos rápidos a centros comerciales y escuelas.

el departamento cuenta con sala-comedor, cocina, 3 recamaras y un baño completo.

zotehuela  y dos cajones de estacionamiento.

¡¡nos encantaría agendar una cita formal con usted, y ser parte de su historia de éxito!!

favor de llamar a:
cel: (222)588.31.33
cel: (222)426.67.36
cel: (222)466.46.00. easybroker id: eb-hj6323"
480,7700,Centro,3,1.0,,,"renta de departamento en centro histórico de puebla, con 3 recámaras
renta de departamento en centro histórico de puebla, con 3 recámaras

o bonito departamento a una cuadra del zócalo de la ciudad. sala, comedor, cocina y un baño completo. el departamento cuenta con 3 habitaciones muy acogedoras que le invitarán a descansar en un ambiente de paz y tranquilidad.

sin lugar a dudas esta propiedad le garantiza pasar gratos momentos en familia por sus espacios armoniosos y porque está rodeada de restaurantes gurmet, fonditas, bares, pintorescos mercados, iglesias, museos y monumentos históricos!!

o la propiedad cuenta con cochera para un auto y portón eléctrico en la entrada del conjunto cerrado.

nos encantaría agendar una cita formal con usted para conocer la propiedad y ayudarlo a encontrar la mejor opción para ser parte de su historia de éxito!!

gabriela hernández chargoy
cel: (222)426.67.36
cel: (222)588.31.33
cel: (222)466.46.00. easybroker id: eb-gm6146"
481,22000,Reserva Territorial Atlixcáyotl,2,2.0,2.0,150.0,"departamentos en renta artema residencial, ubicado en la reserva territorial atlixcayotl parque del arte muy cerca de la plaza comercial angelópolis y tecnológico de monterrey

descripción:
- área corrida sala- comedor con terraza y canceles corredizos con vista a los volcanes y jardín del arte
- recámara principal con baño y vestidor
- recámara con closet
- baño completo
- medio baño
- cocina integral y barra
- cuarto de lavado con salida a las escaleras y elevador de  servicio
-estacionamiento para dos autos techado
-bodega

área común:
-alberca con carril de nado semi olímpico techada
-área de baños con vapor y sauna
-área de terraza con asadores
-jardín con área de juegos para niños
-salón loft con video juegos y mesa de ping pong, foot ball
-salón para yoga
-sala de masajes
lavandería
-clínica y hotel para mascotas
-barra con café gratis y comida saludables como ensaladas, panismos, etc.
-salo´n para eventos y terraza con baños privados para 50 personas
-terraza con mesas, sombrillas, salas en el piso 33

precio $22,000.00 mas mantenimiento

previa cita"
482,18000,Corredor Comercial Desarrollo Atlixcayotl,3,2.0,2.0,,"torre elipsis 
con:
• 24 niveles
• 2 módulos de departamentos
• 10 penthouses
• 5 niveles de estacionamiento
• estacionamiento para visitas
• 2 cajones por departamento y 4 por ph
• 4 elevadores de alta velocidad
• 2 elevadores de servicio

• caseta de vigilancia
• acceso controlado
• sistema de video vigilancia (cctv)
• planta de emergencia en áreas comunes y
elevadores

• salón de fiestas
• salón de usos múltiples
• sala de cine
• business center
• área de asadores
• ludoteca
• sky-view
• sports bar
• gamers room

• alberca
• carril de nado
• jacuzzi
• chapoteadero
• pista de jogging
• spa
• gimnasio
• cancha de pádel tenis 

departamento cuenta con:
140.75 m2
3 habitaciones
2 baños completos
½ baño
sala/comedor
cocina equipada
terraza
cuarto de lavado
2 cajones de estacionamiento"
483,10800,Estrellas Del Sur,2,2.0,3.0,107.0,"bonito departamento en el fraccionamiento estrellas del sur, ubicado en la calle principal del mismo. cuenta con 2 lugares de estacionamiento con portón eléctrico. 

se encuentra en el segundo nivel de un edifico de 6 departamentos (2 por piso). las escaleras son cómodas y cuentan con un domo para cubrirse de las condiciones climatológicas. 

el departamento tiene espacios amplios y agradables, 2 recamaras, la principal con vestidor y baño, la secundaria con closet y baño afuera, recibidor, sala comedor, cocina integral  con barra de granito y cuarto de lavado. tiene vistas muy bonitas desde la recamara secundaria y la cocina.  

es un fraccionamiento seguro y muy bien ubicado, teniendo muy cerca, centros comerciales, supermercados, escuelas y  vías rápidas para conectarse con cualquier zona de la ciudad.		


el precio anunciado ya incluye el mantenimiento del edificio y de la colonia.

disponible a partir del 1 de octubre de 2020. se puede conocer, previa cita."
484,6500,Reserva Territorial Atlixcáyotl,2,1.0,1.0,,"cuenta con:
?	sala-comedor.
?	cocina integral.
?	área de servicio techada.
?	2 recámaras (con clóset c/u).
?	1 baño completo.
?	cajón de estacionamiento para 1 auto.
?	caseta de vigilancia las 24 hrs.

??ubicación: fracc. torres de mayorazgo floresta"
485,20000,Reserva Territorial Atlixcáyotl,3,4.0,2.0,,"departamento lujo en renta torre d argent en zona comercial angelópolis 

cuenta con: 

3 recamaras 
1 cuarto de servicio 
4 1/2 baños 
sala
comedor 
cocina totalmente equipada con estufa y horno
estacionamiento para 2 autos 


amenidades de la torre 

vigilancia las 24 hrs.
salón de usos múltiples 
juegos infantiles 
alberca techada y climatizada 
gimnasio 
sky lounge  con vista a los volcanes del valle de méxico 

costo de renta incluye mantenimiento"
486,11000,Insurgentes Chula Vista,2,2.0,2.0,,"departamento  (sin amueblar ) en renta  ubicado  en planta baja ,  ubicado  en la 23 poniente cerca de centro comercial y escuela.
a unos pasos del blvd atlixco y cerca de la avenida juárez , 31 poniente y fraccionamiento la paz. 
características :
sala-comedor , cocina integral con barra de granito, área de lavado, 2 recámaras con closet, la principal con baño completo , persianas, opción a una tercera recámara ,área de lavado y estacionamiento techado para 2 autos con portón eléctrico , asador en áreas comunes y vigilancia las 24 hrs.  (se aceptan mascotas pequeñas)
$11,000.00 con  mantenimiento  incluido"
487,24000,Reserva Territorial Atlixcáyotl,3,3.0,2.0,,"ubicado a solo unos pasos de via atlixcayotl se encuentra este hermoso departamento nuevo con una espectacular vista a los volcanes. 

con 212 m2 de construccion cuenta con sala-comedor muy amplios, 3 recamaras con baño cada una  y closets, principal con vestidor , la sala y comedor con recamara principal cuentan con una terraza grande, baño de visitas, cuarto de servicio, cuarto de lavado y estacionamiento techado para dos autos.
el departamento tiene persianas
el condominio tiene alberca, sauna, jacuzzi y canchas de paddle.
renta: $24,000.00 con mantenimiento incluido"
